Username,Handle,Timestamp,Comments,Likes,Retweets,Text
KAROLL T.,@BrasileiraPatr3,2021-11-29T00:23:18.000Z,"KAROLL T.Em resposta a 
@mariabernadete8",,,2
Mara Kramer,@MarKramer,2021-11-29T00:21:25.000Z,"Mara KramerLástima que foram tantos vê-la!!!
Ela é uma daquelas q pegou milhões da Lei Rouanet e não pagou o acertado.",,,1
sobrevivencialista bnu,@sobrevivencial5,2021-11-29T00:20:18.000Z,"sobrevivencialista bnuNão existe nesse mundo, pessoa mais FDP, escrota, vadia e descarada que a 
@ClaudiaLeitte
 . A mesma que roubou $$ do povo via Lei Rouanet, graças ao PT! #ClaudiaLeitteGenocida",,,
Zaid_GS,@zaidgs_66,2021-11-29T00:11:19.000Z,"Zaid_GSPor que a mamateira da Lei Rouanet #ClaudiaLeitteGenocida está nos trends?

Por que está rolando na Internet aquele vídeo dela em junho falando que aglomeração sem máscara mata e agora ela acabou de fazer um megashow!",,,1
Claudio,@Claudio29659465,2021-11-29T00:10:55.000Z,"ClaudioEm resposta a 
@guitodeschini
 e 
@JussaraGama3",,,1
Raimundo Nonato,@nonatopyw5,2021-11-29T00:10:35.000Z,"Raimundo NonatoEm resposta a 
@kellypstorres",,,4
jose roberto enes de,@cosmomediador,2021-11-29T00:06:50.000Z,"jose roberto enes deEm resposta a 
@CludioSantosNe2",1,,1
Elisa Helena Simon,@ElisaHelenaSim2,2021-11-29T00:04:52.000Z,"Elisa Helena SimonQdo é para mostrar a bunda, serve.nojo dessa cobra.alias,nunca gostei das músicas dela.entao,para mim, é só uma oportunista mamadora.quem tem talento,se sustenta e não precisa de lei Rouanet.",,,
William,@Silva8William,2021-11-28T23:57:12.000Z,"WilliamEm resposta a 
@dadacoelho
 @paulobetti3
 e 
@Padig",1,,2
Zé Duda,@zedudabr,2021-11-28T23:49:41.000Z,"Zé DudaEm resposta a 
@maiscomcalma
 @Jonatha98198206
 e mais 2",,,9
Ana Dirck,@AnadirckMota,2021-11-28T23:48:25.000Z,"Ana DirckEm resposta a 
@MachadoSonia
 @WilsonSilva38
 e 
@danielamercury",,,1
PAPO SÓBRIO,@SobrioPapo,2021-11-28T23:44:15.000Z,"PAPO SÓBRIOEm resposta a 
@ludmilagrilo
 @Robert_jus
 e mais 3",,,
vitor,@itsmynewmotto,2021-11-28T23:40:52.000Z,"vitorEm resposta a 
@VanessaMartinu2
 e 
@Medusinhah",2,,
Zé Duda,@zedudabr,2021-11-28T23:40:45.000Z,"Zé DudaEm resposta a 
@VoiceJanis",,,
Hilton_0liveira,@Heroi_Romanesco,2021-11-28T23:37:47.000Z,"Hilton_0liveiraEm resposta a 
@GuiSantos_00
 @valeriaveras10
 e 
@TerraBrasilnot",1,,1
Mari Sasso,@MarinezSasso,2021-11-28T23:30:50.000Z,"Mari SassoEm resposta a 
@BILLYJO02159867",,,1
haroldo alves carval,@haroldoalvescar,2021-11-28T23:26:17.000Z,"haroldo alves carvalEm resposta a 
@oiIuiz
 e 
@san00200",,,
brunx luto eterno,@guuuurl,2021-11-28T23:21:55.000Z,brunx luto eternolei rouanet financiou o filme de m4nu g4v4ss1,,,
Jorge Henrique.,@Jorge42931348,2021-11-28T23:15:43.000Z,"Jorge Henrique.#ClaudiaLeitteGenocida 

SECOU a teta da lei Rouanet, restou AGLOMERAÇÃO para ganhar  $$$$$$$$$$$$$$$$$$...

Acompanhar as INTERNAÇÕES nos hospitais paulistas.",4,3,5
Valdir Rodrigues,@ValdirR01828249,2021-11-28T23:14:31.000Z,Valdir RodriguesACABOU LEI ROUANET,,,
Amora,@Amora96757846,2021-11-28T23:07:15.000Z,"AmoraEm resposta a 
@tristao_max
 e 
@carlosjordy",1,,2
Paul Brow®,@PaulXbrow2,2021-11-28T22:58:13.000Z,"Paul Brow®deixa eu entender. 

O povo critica o Bolsonaro por ser louco de pedra. 

Aí recomenda Ze de Abreu para um cargo eletivo. 

Algo esta errado .

""A lei Rouanet era um salário pra mim""
Ze de Abreu",,,
Alvimar J. Barbosa,@Alvimar_JB,2021-11-28T22:55:41.000Z,"Alvimar J. BarbosaEm resposta a 
@kimpaim",,,1
Alvimar J. Barbosa,@Alvimar_JB,2021-11-28T22:54:53.000Z,"Alvimar J. BarbosaEm resposta a 
@oiIuiz",,,
Aparecida Moreno,@Apareci05847270,2021-11-28T22:50:44.000Z,Aparecida MorenoCretina. Vc é  uma hipócrita. Ontem vc contribuiu para matar qnts? Nunca foi sobre se importar com sua vida otarios do FIQUEM em casa sempre foi sobre o corte das mamatas.... lei Rouanet,,,
Marcos Tracana,@MarcosTracana,2021-11-28T22:07:31.000Z,"Marcos TracanaEm resposta a 
@ClaudiaLeitte",,,
Dr. Herison,@DrHerison,2021-11-28T22:01:13.000Z,"Dr. Herison@ClaudiaLeitte
, (q sonha em ser 
@ivetesangalo
, q sonha ser 
@xuxameneghel
 q todas são lixos), junta com 
@danielamercury
, negacionistas, difusoras, fazem festas e criam aglomerações de pessoas sem máscaras

Na verdade o problema não é a Covid e sim a lei Rouanet

Perderam a mamata",,,
Valdinei Guerra Natividade,@guerra_valdinei,2021-11-28T22:00:22.000Z,"Valdinei Guerra NatividadeEm resposta a 
@fabiofaria
 e 
@jdoriajr",,,
WilliamPatriota.'.,@William77631065,2021-11-28T21:58:51.000Z,"WilliamPatriota.'.Em resposta a 
@ClaudiaLeitte
 e 
@TikTokBrasil",,,8
Antonio Carlos,@Antonio38Cal45,2021-11-28T21:52:39.000Z,"Antonio CarlosEm resposta a 
@ludmilagrilo",,,7
Wil Coringa,@CoringaWil,2021-11-28T21:51:45.000Z,"Wil CoringaEm resposta a 
@emergrigollette
 e 
@airton_fernand",,,
WilliamPatriota.'.,@William77631065,2021-11-28T21:50:18.000Z,"WilliamPatriota.'.Hoje no Ibirapuera, acabou a lei Rouanet, agora tem que trabalhar né ! Como faz p bancar o jatinho sem$! Mas não pode não , temos que ficar em casa , o $ vc vê depois, carnaval e aglomeração não pode! a CEPA OMICRON tá aí! Aglomeração NÃO! carnaval só em 23 e sem CEPA! HIPÓCRITAS",,6,17
Carlos Alberto,@CarlosA34373330,2021-11-28T21:46:54.000Z,"Carlos AlbertoEm resposta a 
@carlosjordy",,,
"Marta (da direita, casada, conservadora).",@DaConservadora,2021-11-28T21:46:06.000Z,"Marta (da direita, casada, conservadora).Lei Rouanet
Com lei          Sem lei",6,19,49
Júnior Rangel,@JniorRa50780877,2021-11-28T21:43:53.000Z,"Júnior RangelEm resposta a 
@ClaudiaLeitte
 e 
@TikTokBrasil",,,
Victor #Brasil,@BRVictor38,2021-11-28T21:42:48.000Z,"Victor #BrasilEm resposta a 
@JuniorFichier
 e 
@POPline",,,1
Gilmar Gomes,@GilmarG26438935,2021-11-28T21:40:36.000Z,"Gilmar GomesEm resposta a 
@liberdadeldrbr",1,,5
Marly Seixas Luz,@MarlySLuz1,2021-11-28T21:33:35.000Z,"Marly Seixas LuzEm resposta a 
@AleGZahra38",,,2
Ana Rocha,@Ana4245rp,2021-11-28T21:31:19.000Z,"Ana RochaEm resposta a 
@oiIuiz
 e 
@PicininMarco",,,
Joace Ramalho,@JoaceRamalho,2021-11-28T21:29:50.000Z,"Joace RamalhoEm resposta a 
@hfabiofontana
 e 
@nathaliamp4",,1,10
Lito Lima 2 conta,@morais_lito,2021-11-28T21:29:21.000Z,"Lito Lima 2 contaEm resposta a 
@AleGZahra38",,,1
Patrícia Félix,@PatrciaFlix18,2021-11-28T21:28:28.000Z,Patrícia FélixEssa aí é outra com saudades da Lei Rouanet.,,,1
Davis Martins,@davismartins131,2021-11-28T21:27:34.000Z,"Davis MartinsClaudia Leite e vários outros artistas são hipocrisia pura, querem postar os puritanos, os politicamente corretos, mas são os mais safados e fdp, desde que ficaram mamando por muito tempo na Lei Rouanet!!!",,1,
Patrícia Félix,@PatrciaFlix18,2021-11-28T21:26:25.000Z,Patrícia FélixÉ a falta da lei Rouanet pra essa cantora.,,,1
JdeMorais,@MoraisJde,2021-11-28T21:22:26.000Z,"JdeMoraisO melhor cirurgião plástico do mundo, transforma bagulho é princesa: Lei Rouanet….",,,2
Patricia Rosado,@Queen_Patty,2021-11-28T21:20:37.000Z,Patricia RosadoTem que fazer fundo de caixa depois que foi condenada a devolver os milhões da Lei Rouanet! Hipócrita!! Faz discurso pra depois CONTRIBUIR COM A DISSEMINAR O VÍRUS E SUAS NOVAS VARIANTES!! RANÇO!! #claudialeittehipocrita #claudialeittegenocida #claudialeittesemnoção,1,1,2
Patricia Rosado,@Queen_Patty,2021-11-28T21:19:24.000Z,"Patricia RosadoEm resposta a 
@signsofgloryy
 e 
@ClaudiaLeitte",,,
Pérolas Sonystas,@PSonystas,2021-11-28T21:18:51.000Z,"Pérolas SonystasEm resposta a 
@Chief117Br",1,,38
Jerry,@Jerrydevolta,2021-11-28T21:17:14.000Z,JerryAlguém empresta um tubo de Vaselina pro Parasita Mamador da Lei Rouanet?,,,
PAULO DE JESUS SANTOS,@PAULODEJESUSS13,2021-11-28T21:07:39.000Z,"PAULO DE JESUS SANTOSEm resposta a 
@SigaGazetaBR",,,
"O querido fã da Garay, Luan Thierre",@luanthierre,2021-11-28T21:06:14.000Z,"O querido fã da Garay, Luan ThierreEm resposta a 
@danilo_dias27
 e 
@nostrendsbrasil",1,,9
Twitteira,@Kelly65020317,2021-11-28T21:03:12.000Z,"TwitteiraEm resposta a 
@marcelogongui",,,
Rosi Costa,@Rosimarcf,2021-11-28T21:01:44.000Z,Rosi CostaEssa Sra já levou milhões da Lei Rouanet #ClaudiaLeitteGenocida,,,2
Sααи∂яα Bααяяσσѕ! εïз,@SsuelleyRJ,2021-11-28T20:59:33.000Z,"Sααи∂яα Bααяяσσѕ! εïзEssa criatura trevosa quer lei Rouanet para seus luxos e que o povo se ferre mesmo, nunca foi pela saúde.
#NaoAoCarnaval2022",,2,6
danilo dias,@danilo_dias27,2021-11-28T20:32:57.000Z,"danilo diasEm resposta a 
@nostrendsbrasil",10,,71
THIAG➆,@thiago7cv,2021-11-28T20:28:25.000Z,"THIAG➆Em resposta a 
@capitaoderrite",,,2
JOAO ROSSI,@JOAOROS36122212,2021-11-28T20:17:34.000Z,"JOAO ROSSIZé Ruela vai trabalhar, acabou a mamata da lei rouanet.",,,
Hindemburgo,@HindemburgoF,2021-11-28T20:13:47.000Z,"HindemburgoComo n poderia ser diferente, esses artistas mamadores da lei rouanet são a hipocrisia em pessoa! A cantora Cláudia leite aglomera e poderar causar a morte de milhares de pessoas! Como eles mesmo acusam os outros de genocida, serve pra eles?",,,1
Max,@alklein53,2021-11-28T20:13:02.000Z,"MaxEm resposta a 
@carlosjordy",,,
Meu partido É o BRASIL,@cristinacosta22,2021-11-28T20:12:49.000Z,"Meu partido É o BRASILEm resposta a 
@carlosjordy",,,
Jalson pinto,@magraojps,2021-11-28T20:12:28.000Z,"Jalson pintoEm resposta a 
@oiIuiz",,,
misunderstood,@misunde61845312,2021-11-28T20:08:59.000Z,"misunderstoodEm resposta a 
@JULIANOMGSOUZA
 e 
@Lindasod",,,1
Andy KK,@Andykk2012,2021-11-28T20:00:26.000Z,"Andy KKEm resposta a 
@LiliaMengel
 e 
@ClaudiaLeitte",,,3
Beta,@betaloe,2021-11-28T20:00:21.000Z,"BetaEm resposta a 
@thaissanges",4,,11
Wagner Silva,@Wsilva66,2021-11-28T19:59:11.000Z,"Wagner SilvaA mamadora da lei rouanet, não se preocupa com a saúde de ninguém, só com o dinheiro que vai ganhar.
#ClaudiaLeiteGenocida",,,
Gustavo Moncôrvo,@gmoncorvo2,2021-11-28T19:54:57.000Z,"Gustavo MoncôrvoEm resposta a 
@ex_bolsonarista
 e 
@andreporci",,,
Armando G. M,@AGMartins3,2021-11-28T19:44:01.000Z,"Armando G. MIsolamento social? Máscaras? Somente a hipocrisia de sempre dos mamadores da Lei Rouanet e dos defensores daqueles que saquearam o Brasil nos últimos anos. A Covid acabou? 
@CNNBrasil
 @folha
 @Estadao
 @PedroHallal
 @agencia_fiocruz
 @butantanoficial
 @anvisa_oficial",1,2,2
Meu partido É o BRASIL,@cristinacosta22,2021-11-28T19:42:59.000Z,"Meu partido É o BRASILEm resposta a 
@BolsonaroSP",,,
Armando G. M,@AGMartins3,2021-11-28T19:38:31.000Z,"Armando G. MHipocrita

Ain, Bozo genocida e malvado porque acabou com as mamatas da Lei Rouanet.

Vamos rebolar, esfregar, cuspir e aglomerar no bloco da Covid que não tem problemas. Hipocrisia do “Bem”…",,4,9
Morcegão,@Morc3gao,2021-11-28T19:32:35.000Z,"Morcegão@jdoriajr
 já acabou a pandemia ai??? Nao era para ficar em casa a economia a gente vê depois?
@ClaudiaLeitte
 já devolveu a grana de Lei Rouanet???
#ClaudiaLeitteGenocida #ClaudiaLeiteGenocida",,,
JUNIOR,@Juniorbs,2021-11-28T19:23:33.000Z,"JUNIOREm resposta a 
@paulobetti3",,,
Andy KK,@Andykk2012,2021-11-28T19:18:49.000Z,"Andy KKEm resposta a 
@brom_elisa",,,
Heloiza Eichel,@HeloizaEichel,2021-11-28T19:16:43.000Z,"Heloiza EichelEm resposta a 
@zeliaduncan
 e 
@J_LIVRES",,,
Laninha Bolsogata02,@3Bolsogata,2021-11-28T19:16:27.000Z,"Laninha Bolsogata02Em resposta a 
@DilmaResiste",1,,4
Leo Barros,@LeoBarr52627542,2021-11-28T19:14:16.000Z,"Leo BarrosEm resposta a 
@SoteroPolitic",,,2
Luis Fronterotta,@Fronterotta,2021-11-28T19:12:24.000Z,"Luis FronterottaEm resposta a 
@goleiroverde",,,8
BOLSONAROATE2026,@GeBolsonaro,2021-11-28T19:12:04.000Z,"BOLSONAROATE2026Em resposta a 
@luanderaraujo
 e 
@nossilaceara",,,4
Raphael Ferreira,@raphaferreira,2021-11-28T19:07:20.000Z,"Raphael FerreiraEm resposta a 
@taoquei1",,,1
Wagner,@Waguinho1991zk,2021-11-28T19:04:40.000Z,"WagnerEm resposta a 
@Andreiawespal
 @Ginasan76351153
 e 
@randolfeap",,,
gi paller♡,@kikapaller,2021-11-28T19:03:25.000Z,"gi paller♡Em resposta a 
@0C0RV0",,,
GILSON FERREIRA DA S,@gilfesilva,2021-11-28T18:55:31.000Z,"GILSON FERREIRA DA SEm resposta a 
@sergiodireita1",,,2
a.lourenco,@aljbh,2021-11-28T18:52:20.000Z,"a.lourencoEm resposta a 
@JornalDaCidadeO",1,,6
Delegado Zucco,@DelegadoZucco,2021-11-28T18:51:56.000Z,"Delegado ZuccoEla fez o show ontem.. Não se enganem...
Nunca foi pela saúde...
Foi por política!!
Foi por dinheiro!!
Foi pela Lei Rouanet!!!",22,142,516
Silvana Magalhães,@SilvanaMagalh19,2021-11-28T18:41:29.000Z,"Silvana MagalhãesEm resposta a 
@ClaudiaLeitte
 e 
@TikTokBrasil",,,
Alessandra Prado,@alessandrasp12,2021-11-28T18:31:28.000Z,"Alessandra PradoEm resposta a 
@SigaGazetaBR",,,
Mônica Giusti,@Doutora_Monica,2021-11-28T18:29:43.000Z,"Mônica GiustiEm resposta a 
@TerraBrasilnot",,,
Célia Renita Pfau,@CeliaPfau,2021-11-28T18:28:44.000Z,Célia Renita PfauAndré Porciuncula sobre treta com Wagner Moura: Entre os limites da Lei Rouanet e a moral,,,
WilliamPatriota.'.,@William77631065,2021-11-28T18:26:11.000Z,"WilliamPatriota.'.S@f@d@! Acabou a lei ROUANET né Claudinha ! Tá dificil ganhar dimdim né!! Fica em casa bebê , ainda mais vc que é milionária né! Mas o $ acaba , se Deus quiser não haverá Carnaval em 22 pela saúde dos brasileiros, o seu $ deixe para ganhar em 23 se n tiver nenhuma Cepa",,3,12
Allan Melo,@Allanmelo07,2021-11-28T18:26:09.000Z,"Allan MeloVivia mamando na lei Rouanet recebia milhões por ano, é a pessoa que mais recebeu dinheiro da Rouanet! É uma hipócrita vagabunda!#ClaudiaLeitteGenocida",,2,3
Paula,@Paula09167972,2021-11-28T18:24:02.000Z,"PaulaEm resposta a 
@Paula09167972
 e 
@IzabelleFores",,2,2
Alessandra Prado,@alessandrasp12,2021-11-28T18:23:58.000Z,"Alessandra PradoEm resposta a 
@bernardokuster2",,,
Lima,@avanti_lima,2021-11-28T18:19:25.000Z,"LimaEm resposta a 
@goleiroverde",,,4
ZAFIRA,@zafira_zarca,2021-11-28T18:18:06.000Z,"ZAFIRASIM. Com Certeza
#ClaudiaLeitteGenocida
por tudo que ela prega e que fica OBVIO que o que a HIPICRITA prega  é $ó mentira$
Essa #GenocidaClaudiaLeitte
sempre só pensa em LUCRAR
foi com a Lei Rouanet e agora com sua aglomeração genocida.",,,
Alessandra Prado,@alessandrasp12,2021-11-28T18:15:44.000Z,"Alessandra PradoEm resposta a 
@Clauwild1",,,
MDH77,@MauricioDAH,2021-11-28T18:14:59.000Z,"MDH77Em resposta a 
@zehdeabreu
 e 
@Flavia1209mamis",,,
Auro,@Auromf1,2021-11-28T18:05:50.000Z,"AuroEm resposta a 
@ClaudiaLeitte
 e 
@TikTokBrasil",,,3
sergio cardoso,@sergiogcardoso1,2021-11-28T18:05:37.000Z,"sergio cardosoPerceberam de que apos o advento da Lei Rouanet, inumeros artistas antigos, MISTERIOSAMENTE perderam a Inspiracao? Alguem e capaz de mencionar um sucesso atual de alguem antigo? Resposta, eles fazem qualquer coisa para montar um Show, receber a verba e se vc gostar ou nao Foda-se",,2,15
Julio Maciel,@JulioMa16034491,2021-11-28T18:05:05.000Z,"Julio MacielEm resposta a 
@carlosjordy
 e 
@JUNIOR19653",1,2,10
Mara Kramer,@MarKramer,2021-11-28T18:04:34.000Z,"Mara KramerCadê o Dória??????
Claúdia Leite, aquela que deve para a Lei Rouanet???",,,2
@BastosJuJu,@BastosJuJu,2021-11-28T17:52:49.000Z,"@BastosJuJuSerá? Pelo que sei comprou casa e mora Orlando , pagou nada e parece , aguardando que esqueçam da “Lei Rouanet “ que ela pegou e não prestou contas .. e assim , nossos impostos sendo desviado pra cambada da “Lei Roubanet",,1,9
SIMONE Mendonça,@SIMONEM22483672,2021-11-28T17:50:39.000Z,"SIMONE MendonçaVcs lembram? Não faz tanto tempo, né?
Pensem!
Doria político e todos os artistas do FIQUEM EM CASA, tomaram vinho, comeram queijos e fizeram cursos por terem dinheiro da lei ROUANET.
CARNAVAL??
A SAÚDE, A VIDA e sua! 
Antes de EXTRAVASAR E LIBERAR, REFLITA!
COMO ESTÁ O SUS?",,,
Thiago Marins,@ThiagoMarins16,2021-11-28T17:49:43.000Z,"Thiago MarinsEm resposta a 
@ClaudiaLeitte
 e 
@TikTokBrasil",,,
paulo xisto,@pauloxisto,2021-11-28T17:45:23.000Z,"paulo xistoEm resposta a 
@oiIuiz",3,22,306
Lilian Costa,@lilianbsc,2021-11-28T17:43:27.000Z,"Lilian CostaMais uma que com certeza vivia da Lei Rouanet...
Mais uma lacração!",1,10,16
LUCIANO PINHO Cerque,@cap_pinho,2021-11-28T17:40:09.000Z,"LUCIANO PINHO CerqueEm resposta a 
@paulobetti3",,,
sergio cardoso,@sergiogcardoso1,2021-11-28T17:38:04.000Z,sergio cardosoTa Putinha pq perdeu a Lei Rouanet,,2,1
Dom Cas MURRO,@underIaine,2021-11-28T17:35:40.000Z,"Dom Cas MURROPreciso da lei Rouanet para produzir meu filme.Diretor será 
@oaquinTeixeira
 que convidarei",,,1
Marcos,@Marcos81399493,2021-11-28T17:09:17.000Z,"MarcosEm resposta a 
@carlosjordy",,,
Klebson Brilhante Da Cruz,@brilhante_cruz,2021-11-28T17:08:49.000Z,"Klebson Brilhante Da Cruz tá fazendo falta, tá fazendo falta, tá fazendo falta,a lei Rouanet.",,,
José Americo Pascoli,@JosePascoli,2021-11-28T17:07:56.000Z,"José Americo PascoliEm resposta a 
@JornalDaCidadeO",,,
gina,@gina_azevedo,2021-11-28T17:06:07.000Z,"ginaEm resposta a 
@CarlaZambelli38
 e 
@gilsonmachadont",,,1
Leo Andrade,@leo_andrade,2021-11-28T17:05:18.000Z,"Leo AndradeEm resposta a 
@zeliaduncan",,,
Anti Esquerdalha,@ant1esquerdalha,2021-11-28T17:04:34.000Z,Anti EsquerdalhaNão era ela que estava devendo milhões em prestação de contas pra Lei Rouanet?,,,1
Otoniel,@PrOtoniel1,2021-11-28T17:02:11.000Z,"OtonielEm resposta a 
@paulobetti3",,,
Galman Lobo,@LoboGalman,2021-11-28T16:31:55.000Z,"Galman LoboEm resposta a 
@valquiriarmb
 e 
@NiloPimenta2",,,1
Rachel,@MachadoPrudente,2021-11-28T16:17:51.000Z,"RachelEm resposta a 
@paulobetti3",,,
Doron,@lucianobren,2021-11-28T16:17:04.000Z,"DoronEm resposta a 
@JovemPanNews
 e 
@GuiStrabelli",,,
Nelson,@nelsonatalima,2021-11-28T15:59:15.000Z,"NelsonEm resposta a 
@brom_elisa",,1,1
MFM,@ElcapitanMaciel,2021-11-28T15:54:29.000Z,"MFMEm resposta a 
@taoquei1",,,3
Marv,@Thefrogalone,2021-11-28T15:51:51.000Z,"MarvEm resposta a 
@FatimaHeath1",,,
Sidney Garcia,@SidneyG46604334,2021-11-28T15:42:03.000Z,"Sidney GarciaEm resposta a 
@michelkoga76
 @FabioCFProf
 e mais 2",,,1
Gustavo Moncôrvo,@gmoncorvo2,2021-11-28T15:35:10.000Z,"Gustavo MoncôrvoEm resposta a 
@ex_bolsonarista
 e 
@andreporci",1,,
Beth,@Beth48305527,2021-11-28T15:31:00.000Z,"BethEm resposta a 
@RaquelStasiaki
 e 
@ClaudiaLeitte",,,
Fernando Maran,@FernandoMaran4,2021-11-28T15:24:44.000Z,"Fernando MaranQuando ´´O CACHET` `fala mmmuuuiiiooo MAIS ALTO, não? TALENTO ....de HIPOCRISIA, não de MÚSICA!E ganhou muito , também , com a LEI ROUANET, na época do PT; sabiam?",1,6,8
Bolsonaro Neles!STF CHEGUEI AQUI PELO VOTO,@AndrASF3,2021-11-28T15:20:08.000Z,"Bolsonaro Neles!STF CHEGUEI AQUI PELO VOTOLei Paulo Gustavo... Para Driblar o corte na Lei Rouanet . Conseguiram nos ROUBAR !!!
BANDIDOS !!!!!!!!!!!!!!!!!!!!!!!",,1,1
Cinthya Ramos,@cinthya_ramos,2021-11-28T15:18:36.000Z,"Cinthya RamosEm resposta a 
@Carla_Prota
 @cynaramenezes
 e 
@andreporci",,,1
Louis Caetano Bolsonaro,@louis_caetano,2021-11-28T15:09:06.000Z,"Louis Caetano Bolsonaro@paulobetti3
 Está ficando gagá ou algo parecido, esquerdista? Goodbye, lei ROUANET! Goddbye, talento inexistente ",,,1
Alice Prior,@acarajeepoede,2021-11-28T14:49:12.000Z,"Alice PriorEm resposta a 
@WolfConservador
 @ReginamenezesC1
 e 
@stf",1,1,3
J Bernardo,@JBcurare,2021-11-28T14:36:12.000Z,"J BernardoEm resposta a 
@CarlaZambelli38
 e 
@gilsonmachadont",,,7
Paulo Louzada,@PauloLouzadaEu,2021-11-28T14:24:28.000Z,"Paulo LouzadaEm resposta a 
@danielcrabelo",,,
Márcia Nardez,@marcia_nardez,2021-11-28T14:20:39.000Z,Márcia NardezEssa é uma hipocrita que mamou na Lei Rouanet,,,
Ruth Sanches Gonç.,@mariahelenabox,2021-11-28T13:59:03.000Z,"Ruth Sanches Gonç.Em resposta a 
@taoquei1",1,,12
Sidney Garcia,@SidneyG46604334,2021-11-28T13:53:32.000Z,"Sidney GarciaEm resposta a 
@Carla_Prota
 @cynaramenezes
 e 
@andreporci",,,2
Quincas Berro d'Água,@gadoevanjegue,2021-11-28T13:41:45.000Z,"Quincas Berro d'ÁguaEm resposta a 
@Flavia1209mamis",,,2
Michele,@Pauline87835766,2021-11-28T13:34:18.000Z,"MicheleEm resposta a 
@SenadoFederal",,,1
Zé de Abreu - PT,@zehdeabreu,2021-11-28T13:30:50.000Z,"Zé de Abreu - PTEm resposta a 
@Flavia1209mamis",1,,11
MDH77,@MauricioDAH,2021-11-28T13:28:00.000Z,"MDH77Em resposta a 
@Flavia1209mamis",,,4
Lelones,@lelones,2021-11-28T13:27:16.000Z,"LelonesEm resposta a 
@Flavia1209mamis
 e 
@zehdeabreu",1,,1
"Marco, a favor da liberdade individual",@marcoaurelio969,2021-11-28T13:18:01.000Z,"Marco, a favor da liberdade individualFica em casa, idiotas ... aglomeração só quando interessa..  
@ClaudiaLeitte
Lei Rouanet só para artistas pobres  em início de carreira 
@mfriasoficial",2,19,37
Maria Eugenia NA,@MariaEu74264679,2021-11-28T13:02:05.000Z,"Maria Eugenia NAEm resposta a 
@taoquei1",,,
Maria Eugenia NA,@MariaEu74264679,2021-11-28T12:59:09.000Z,"Maria Eugenia NAEm resposta a 
@brom_elisa",,,
Momento PB,@portalmomentopb,2021-11-28T12:58:28.000Z,Momento PBDiretor da Lei Rouanet diz que Wagner Moura usou dinheiro público para propagar filme de terrorista https://momentopb.com.br/noticia/aplicou-dinheiro-publico-num-filme-de-propaganda-terrorista-diz-diretor-da-lei-rouanet-sobre-wagner-moura.html…,1,5,9
lusojosilmar,@jlusog,2021-11-28T12:54:43.000Z,lusojosilmarEu acho que ele está tentando captar recursos da lei rouanet com teste de encenação rs.,1,,2
CONSERVADOR,@CONSERVADOR0001,2021-11-28T12:50:12.000Z,"CONSERVADOROh teta boa era a lei Rouanet. O ""leite"" que saia de lá deixava até a pessoa menos feia.",,,1
josé carlos,@javnbd,2021-11-28T11:38:41.000Z,"josé carlosA maioria dos “artistas” brasileiros, estão em situação de penúria, alguns passando fome. Acabou-se o dinheiro fácil do gov. e a lei Rouanet. Não existe mais músicas, livros, filmes e artes plásticas de qualidade. Que se reinventem, criem coisas interessantes! a mamata acabou!",,,
jangobonfante,@jangobonfante,2021-11-28T11:37:59.000Z,"jangobonfanteEm resposta a 
@andreporci",1,,1
Wagner,@Waguinho1991zk,2021-11-28T11:33:16.000Z,"WagnerEm resposta a 
@Andreiawespal
 @Ginasan76351153
 e 
@randolfeap",1,,
@roberto013579,@roberto013579,2021-11-28T11:10:45.000Z,"@roberto013579Em resposta a 
@gazetadopovo",,,
